,NDVI,NDVI,EVI,EVI
,mean,std,mean,std
Zone,,,,
Peri-Urban,0.42661999948626955,0.027488975671760438,0.28250409808310256,0.012094206905812269
Rural,0.48238159013268095,0.02320609235454679,0.3124919964282985,0.02545075537453565
Urban,0.27731254465378335,0.07611022293789732,0.17250487960058788,0.05131235508155577
